query	target	aligned_genes	percent_genes	aligned_length	percent_length	identity	score
NODE_edge_2+_length_45381_cov_280	CheckV-026794	1	1.54	254	1.86	30.5	77.47
NODE_edge_2+_length_45381_cov_280	CheckV-038661	1	1.54	254	1.86	30.4	77.22
NODE_edge_2+_length_45381_cov_280	CheckV-013654	1	1.54	254	1.86	30.4	77.22
NODE_edge_2+_length_45381_cov_280	CheckV-019592	1	1.54	254	1.86	30.4	77.22
NODE_edge_2+_length_45381_cov_280	CheckV-031891	1	1.54	254	1.86	30.3	76.96
NODE_edge_2+_length_45381_cov_280	CheckV-024046	1	1.54	254	1.86	30.3	76.96
NODE_edge_2+_length_45381_cov_280	CheckV-027799	1	1.54	254	1.86	30.3	76.96
NODE_edge_2+_length_45381_cov_280	CheckV-026250	1	1.54	254	1.86	30.2	76.71
NODE_edge_2+_length_45381_cov_280	CheckV-027203	1	1.54	254	1.86	30.2	76.71
NODE_edge_2+_length_45381_cov_280	CheckV-036984	1	1.54	254	1.86	30.2	76.71
NODE_edge_2+_length_45381_cov_280	CheckV-022678	1	1.54	254	1.86	30.2	76.71
NODE_edge_2+_length_45381_cov_280	CheckV-051503	1	1.54	188	1.37	40.8	76.7
NODE_edge_2+_length_45381_cov_280	CheckV-048392	1	1.54	188	1.37	40.8	76.7
NODE_edge_2+_length_45381_cov_280	CheckV-011871	1	1.54	183	1.34	41.9	76.68
NODE_edge_2+_length_45381_cov_280	CheckV-037032	1	1.54	188	1.37	40.7	76.52
NODE_edge_2+_length_45381_cov_280	CheckV-038623	1	1.54	188	1.37	40.7	76.52
NODE_edge_2+_length_45381_cov_280	CheckV-053404	1	1.54	188	1.37	40.7	76.52
NODE_edge_2+_length_45381_cov_280	CheckV-050093	1	1.54	188	1.37	40.7	76.52
NODE_edge_2+_length_45381_cov_280	CheckV-058719	1	1.54	188	1.37	40.6	76.33
NODE_edge_2+_length_45381_cov_280	CheckV-025612	1	1.54	254	1.86	30.0	76.2
NODE_edge_2+_length_45381_cov_280	CheckV-008459	1	1.54	254	1.86	30.0	76.2
NODE_edge_2+_length_45381_cov_280	CheckV-012573	1	1.54	254	1.86	30.0	76.2
NODE_edge_2+_length_45381_cov_280	CheckV-035701	1	1.54	254	1.86	30.0	76.2
NODE_edge_2+_length_45381_cov_280	CheckV-002157	1	1.54	254	1.86	30.0	76.2
NODE_edge_2+_length_45381_cov_280	CheckV-013291	1	1.54	188	1.37	40.5	76.14
NODE_edge_2+_length_45381_cov_280	CheckV-048634	1	1.54	188	1.37	40.5	76.14
NODE_edge_2+_length_45381_cov_280	CheckV-044085	1	1.54	188	1.37	40.5	76.14
NODE_edge_2+_length_45381_cov_280	CheckV-004443	1	1.54	188	1.37	40.5	76.14
NODE_edge_2+_length_45381_cov_280	CheckV-053402	1	1.54	188	1.37	40.5	76.14
NODE_edge_2+_length_45381_cov_280	CheckV-000309	1	1.54	254	1.86	29.9	75.95
NODE_edge_2+_length_45381_cov_280	CheckV-037566	1	1.54	254	1.86	29.9	75.95
NODE_edge_2+_length_45381_cov_280	CheckV-024089	1	1.54	254	1.86	29.9	75.95
NODE_edge_2+_length_45381_cov_280	CheckV-000801	1	1.54	254	1.86	29.9	75.95
NODE_edge_2+_length_45381_cov_280	CheckV-012344	1	1.54	147	1.07	51.6	75.85
NODE_edge_2+_length_45381_cov_280	CheckV-022704	1	1.54	188	1.37	40.3	75.76
NODE_edge_2+_length_45381_cov_280	CheckV-038263	1	1.54	254	1.86	29.8	75.69
NODE_edge_2+_length_45381_cov_280	CheckV-039115	1	1.54	254	1.86	29.8	75.69
NODE_edge_2+_length_45381_cov_280	CheckV-038665	1	1.54	188	1.37	40.2	75.58
NODE_edge_2+_length_45381_cov_280	CheckV-008017	1	1.54	188	1.37	40.2	75.58
NODE_edge_2+_length_45381_cov_280	CheckV-035912	1	1.54	254	1.86	29.7	75.44
NODE_edge_2+_length_45381_cov_280	CheckV-060340	1	1.54	183	1.34	41.1	75.21
NODE_edge_2+_length_45381_cov_280	CheckV-044362	1	1.54	188	1.37	40.0	75.2
NODE_edge_2+_length_45381_cov_280	CheckV-011367	1	1.54	188	1.37	40.0	75.2
NODE_edge_2+_length_45381_cov_280	CheckV-001966	1	1.54	188	1.37	40.0	75.2
NODE_edge_2+_length_45381_cov_280	CheckV-000202	1	1.54	254	1.86	29.6	75.18
NODE_edge_2+_length_45381_cov_280	CheckV-036666	1	1.54	254	1.86	29.6	75.18
NODE_edge_2+_length_45381_cov_280	CheckV-014153	1	1.54	254	1.86	29.6	75.18
NODE_edge_2+_length_45381_cov_280	CheckV-019379	1	1.54	254	1.86	29.6	75.18
NODE_edge_2+_length_45381_cov_280	CheckV-019992	1	1.54	254	1.86	29.6	75.18
NODE_edge_2+_length_45381_cov_280	CheckV-012625	1	1.54	254	1.86	29.6	75.18
NODE_edge_2+_length_45381_cov_280	CheckV-041441	1	1.54	258	1.88	29.1	75.08
NODE_edge_2+_length_45381_cov_280	CheckV-033719	1	1.54	254	1.86	29.5	74.93
NODE_edge_2+_length_45381_cov_280	CheckV-000599	1	1.54	254	1.86	29.5	74.93
NODE_edge_2+_length_45381_cov_280	CheckV-006079	1	1.54	297	2.17	25.2	74.84
NODE_edge_2+_length_45381_cov_280	CheckV-000976	1	1.54	188	1.37	39.8	74.82
NODE_edge_2+_length_45381_cov_280	CheckV-035716	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-049821	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-003796	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-026913	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-028482	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-022995	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-027642	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-022979	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-035458	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-025924	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-037287	1	1.54	254	1.86	29.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-048493	1	1.54	294	2.15	25.4	74.68
NODE_edge_2+_length_45381_cov_280	CheckV-042860	1	1.54	147	1.07	50.7	74.53
NODE_edge_2+_length_45381_cov_280	CheckV-018795	1	1.54	188	1.37	39.6	74.45
NODE_edge_2+_length_45381_cov_280	CheckV-022208	1	1.54	188	1.37	39.6	74.45
NODE_edge_2+_length_45381_cov_280	CheckV-027461	1	1.54	188	1.37	39.6	74.45
NODE_edge_2+_length_45381_cov_280	CheckV-001197	1	1.54	254	1.86	29.3	74.42
NODE_edge_2+_length_45381_cov_280	CheckV-038684	1	1.54	254	1.86	29.3	74.42
NODE_edge_2+_length_45381_cov_280	CheckV-023758	1	1.54	254	1.86	29.2	74.17
NODE_edge_2+_length_45381_cov_280	CheckV-022653	1	1.54	254	1.86	29.2	74.17
NODE_edge_2+_length_45381_cov_280	CheckV-032117	1	1.54	188	1.37	39.4	74.07
NODE_edge_2+_length_45381_cov_280	CheckV-031392	1	1.54	254	1.86	29.1	73.91
NODE_edge_2+_length_45381_cov_280	CheckV-024002	1	1.54	254	1.86	29.1	73.91
NODE_edge_2+_length_45381_cov_280	CheckV-036024	1	1.54	254	1.86	29.1	73.91
NODE_edge_2+_length_45381_cov_280	CheckV-026137	1	1.54	254	1.86	29.1	73.91
NODE_edge_2+_length_45381_cov_280	CheckV-031925	1	1.54	254	1.86	29.1	73.91
NODE_edge_2+_length_45381_cov_280	CheckV-026874	1	1.54	254	1.86	29.1	73.91
NODE_edge_2+_length_45381_cov_280	CheckV-018811	1	1.54	188	1.37	39.3	73.88
NODE_edge_2+_length_45381_cov_280	CheckV-007362	1	1.54	188	1.37	39.2	73.7
NODE_edge_2+_length_45381_cov_280	CheckV-014566	1	1.54	188	1.37	39.2	73.7
NODE_edge_2+_length_45381_cov_280	CheckV-036764	1	1.54	254	1.86	29.0	73.66
NODE_edge_2+_length_45381_cov_280	CheckV-010377	1	1.54	147	1.07	50.0	73.5
NODE_edge_2+_length_45381_cov_280	CheckV-020851	1	1.54	147	1.07	50.0	73.5
NODE_edge_2+_length_45381_cov_280	CheckV-021376	1	1.54	188	1.37	39.0	73.32
NODE_edge_2+_length_45381_cov_280	CheckV-005986	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-022136	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-038235	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-025051	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-025541	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-027335	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-041146	1	1.54	188	1.37	38.8	72.94
NODE_edge_2+_length_45381_cov_280	CheckV-024141	1	1.54	254	1.86	28.7	72.9
NODE_edge_2+_length_45381_cov_280	CheckV-036267	1	1.54	254	1.86	28.7	72.9
NODE_edge_2+_length_45381_cov_280	CheckV-019892	1	1.54	147	1.07	49.5	72.77
NODE_edge_2+_length_45381_cov_280	CheckV-022435	1	1.54	188	1.37	38.7	72.76
NODE_edge_2+_length_45381_cov_280	CheckV-022961	1	1.54	188	1.37	38.7	72.76
NODE_edge_2+_length_45381_cov_280	CheckV-016918	1	1.54	188	1.37	38.7	72.76
NODE_edge_2+_length_45381_cov_280	CheckV-020804	1	1.54	188	1.37	38.7	72.76
NODE_edge_2+_length_45381_cov_280	CheckV-024208	1	1.54	254	1.86	28.6	72.64
NODE_edge_2+_length_45381_cov_280	CheckV-015448	1	1.54	254	1.86	28.6	72.64
NODE_edge_2+_length_45381_cov_280	CheckV-038074	1	1.54	254	1.86	28.6	72.64
NODE_edge_2+_length_45381_cov_280	CheckV-018170	1	1.54	254	1.86	28.6	72.64
NODE_edge_2+_length_45381_cov_280	CheckV-032884	1	1.54	188	1.37	38.6	72.57
NODE_edge_2+_length_45381_cov_280	CheckV-039466	1	1.54	188	1.37	38.6	72.57
NODE_edge_2+_length_45381_cov_280	CheckV-010634	1	1.54	188	1.37	38.6	72.57
NODE_edge_2+_length_45381_cov_280	CheckV-035034	1	1.54	188	1.37	38.6	72.57
NODE_edge_2+_length_45381_cov_280	CheckV-034972	1	1.54	188	1.37	38.6	72.57
NODE_edge_2+_length_45381_cov_280	CheckV-022785	1	1.54	188	1.37	38.6	72.57
NODE_edge_2+_length_45381_cov_280	CheckV-019574	1	1.54	147	1.07	49.3	72.47
NODE_edge_2+_length_45381_cov_280	CheckV-011822	1	1.54	254	1.86	28.5	72.39
NODE_edge_2+_length_45381_cov_280	CheckV-037335	1	1.54	254	1.86	28.5	72.39
NODE_edge_2+_length_45381_cov_280	CheckV-032914	1	1.54	254	1.86	28.5	72.39
NODE_edge_2+_length_45381_cov_280	CheckV-002586	1	1.54	254	1.86	28.5	72.39
NODE_edge_2+_length_45381_cov_280	CheckV-037281	1	1.54	188	1.37	38.5	72.38
NODE_edge_2+_length_45381_cov_280	CheckV-045739	1	1.54	294	2.15	24.6	72.32
NODE_edge_2+_length_45381_cov_280	CheckV-055979	1	1.54	124	0.91	58.3	72.29
NODE_edge_2+_length_45381_cov_280	CheckV-017806	1	1.54	258	1.88	28.0	72.24
NODE_edge_2+_length_45381_cov_280	CheckV-020290	1	1.54	188	1.37	38.4	72.19
NODE_edge_2+_length_45381_cov_280	CheckV-027042	1	1.54	254	1.86	28.4	72.14
NODE_edge_2+_length_45381_cov_280	CheckV-035553	1	1.54	254	1.86	28.4	72.14
NODE_edge_2+_length_45381_cov_280	CheckV-008580	1	1.54	183	1.34	39.4	72.1
NODE_edge_2+_length_45381_cov_280	CheckV-004235	1	1.54	188	1.37	38.3	72.0
NODE_edge_2+_length_45381_cov_280	CheckV-049997	1	1.54	188	1.37	38.3	72.0
NODE_edge_2+_length_45381_cov_280	CheckV-015554	1	1.54	258	1.88	27.9	71.98
NODE_edge_2+_length_45381_cov_280	CheckV-059110	1	1.54	254	1.86	28.3	71.88
NODE_edge_2+_length_45381_cov_280	CheckV-022122	1	1.54	188	1.37	38.1	71.63
NODE_edge_2+_length_45381_cov_280	CheckV-007009	1	1.54	254	1.86	28.2	71.63
NODE_edge_2+_length_45381_cov_280	CheckV-024573	1	1.54	254	1.86	28.2	71.63
NODE_edge_2+_length_45381_cov_280	CheckV-024052	1	1.54	254	1.86	28.2	71.63
NODE_edge_2+_length_45381_cov_280	CheckV-015113	1	1.54	254	1.86	28.2	71.63
NODE_edge_2+_length_45381_cov_280	CheckV-022782	1	1.54	188	1.37	38.0	71.44
NODE_edge_2+_length_45381_cov_280	CheckV-035658	1	1.54	254	1.86	28.1	71.37
NODE_edge_2+_length_45381_cov_280	CheckV-015916	1	1.54	254	1.86	28.1	71.37
NODE_edge_2+_length_45381_cov_280	CheckV-008840	1	1.54	183	1.34	39.0	71.37
NODE_edge_2+_length_45381_cov_280	CheckV-004631	1	1.54	147	1.07	48.5	71.3
NODE_edge_2+_length_45381_cov_280	CheckV-028628	1	1.54	188	1.37	37.9	71.25
NODE_edge_2+_length_45381_cov_280	CheckV-019310	1	1.54	258	1.88	27.6	71.21
NODE_edge_2+_length_45381_cov_280	CheckV-044456	1	1.54	294	2.15	24.2	71.15
NODE_edge_2+_length_45381_cov_280	CheckV-025371	1	1.54	188	1.37	37.8	71.06
NODE_edge_2+_length_45381_cov_280	CheckV-018540	1	1.54	188	1.37	37.7	70.88
NODE_edge_2+_length_45381_cov_280	CheckV-010501	1	1.54	254	1.86	27.9	70.87
NODE_edge_2+_length_45381_cov_280	CheckV-000635	1	1.54	254	1.86	27.9	70.87
NODE_edge_2+_length_45381_cov_280	CheckV-044239	1	1.54	147	1.07	48.2	70.85
NODE_edge_2+_length_45381_cov_280	CheckV-036345	1	1.54	254	1.86	27.8	70.61
NODE_edge_2+_length_45381_cov_280	CheckV-032872	1	1.54	254	1.86	27.8	70.61
NODE_edge_2+_length_45381_cov_280	CheckV-008475	1	1.54	254	1.86	27.6	70.1
NODE_edge_2+_length_45381_cov_280	CheckV-010050	1	1.54	254	1.86	27.5	69.85
NODE_edge_2+_length_45381_cov_280	CheckV-038828	1	1.54	254	1.86	27.5	69.85
NODE_edge_2+_length_45381_cov_280	CheckV-059929	1	1.54	124	0.91	56.3	69.81
NODE_edge_2+_length_45381_cov_280	CheckV-014869	1	1.54	188	1.37	37.1	69.75
NODE_edge_2+_length_45381_cov_280	CheckV-017312	1	1.54	254	1.86	27.4	69.6
NODE_edge_2+_length_45381_cov_280	CheckV-036916	1	1.54	254	1.86	27.3	69.34
NODE_edge_2+_length_45381_cov_280	CheckV-001552	1	1.54	254	1.86	27.3	69.34
NODE_edge_2+_length_45381_cov_280	CheckV-037190	1	1.54	254	1.86	27.3	69.34
NODE_edge_2+_length_45381_cov_280	CheckV-023402	1	1.54	124	0.91	55.9	69.32
NODE_edge_2+_length_45381_cov_280	CheckV-041078	1	1.54	147	1.07	47.0	69.09
NODE_edge_2+_length_45381_cov_280	CheckV-004399	1	1.54	188	1.37	36.7	69.0
NODE_edge_2+_length_45381_cov_280	CheckV-010456	1	1.54	188	1.37	36.6	68.81
NODE_edge_2+_length_45381_cov_280	CheckV-054130	1	1.54	147	1.07	46.6	68.5
NODE_edge_2+_length_45381_cov_280	CheckV-046100	1	1.54	124	0.91	55.2	68.45
NODE_edge_2+_length_45381_cov_280	CheckV-046126	1	1.54	124	0.91	55.2	68.45
NODE_edge_2+_length_45381_cov_280	CheckV-031225	1	1.54	188	1.37	36.4	68.43
NODE_edge_2+_length_45381_cov_280	CheckV-016531	1	1.54	258	1.88	26.5	68.37
NODE_edge_2+_length_45381_cov_280	CheckV-001191	1	1.54	254	1.86	26.9	68.33
NODE_edge_2+_length_45381_cov_280	CheckV-014256	1	1.54	270	1.97	25.3	68.31
NODE_edge_2+_length_45381_cov_280	CheckV-056471	1	1.54	188	1.37	36.3	68.24
NODE_edge_2+_length_45381_cov_280	CheckV-000580	1	1.54	188	1.37	36.2	68.06
NODE_edge_2+_length_45381_cov_280	CheckV-001203	1	1.54	147	1.07	46.3	68.06
NODE_edge_2+_length_45381_cov_280	CheckV-012133	1	1.54	188	1.37	36.0	67.68
NODE_edge_2+_length_45381_cov_280	CheckV-009486	1	1.54	147	1.07	45.9	67.47
NODE_edge_2+_length_45381_cov_280	CheckV-059251	1	1.54	147	1.07	45.9	67.47
NODE_edge_2+_length_45381_cov_280	CheckV-056597	1	1.54	147	1.07	45.9	67.47
NODE_edge_2+_length_45381_cov_280	CheckV-012486	1	1.54	147	1.07	45.9	67.47
NODE_edge_2+_length_45381_cov_280	CheckV-023753	1	1.54	124	0.91	54.4	67.46
NODE_edge_2+_length_45381_cov_280	CheckV-032922	1	1.54	147	1.07	45.8	67.33
NODE_edge_2+_length_45381_cov_280	CheckV-041403	1	1.54	254	1.86	26.5	67.31
NODE_edge_2+_length_45381_cov_280	CheckV-058624	1	1.54	147	1.07	45.7	67.18
NODE_edge_2+_length_45381_cov_280	CheckV-008853	1	1.54	147	1.07	45.7	67.18
NODE_edge_2+_length_45381_cov_280	CheckV-019916	1	1.54	147	1.07	45.7	67.18
NODE_edge_2+_length_45381_cov_280	CheckV-016875	1	1.54	188	1.37	35.7	67.12
NODE_edge_2+_length_45381_cov_280	CheckV-009524	1	1.54	147	1.07	45.6	67.03
NODE_edge_2+_length_45381_cov_280	CheckV-021030	1	1.54	254	1.86	26.3	66.8
NODE_edge_2+_length_45381_cov_280	CheckV-035461	1	1.54	254	1.86	26.3	66.8
NODE_edge_2+_length_45381_cov_280	CheckV-048557	1	1.54	124	0.91	53.7	66.59
NODE_edge_2+_length_45381_cov_280	CheckV-015055	1	1.54	147	1.07	45.3	66.59
NODE_edge_2+_length_45381_cov_280	CheckV-036944	1	1.54	254	1.86	26.2	66.55
NODE_edge_2+_length_45381_cov_280	CheckV-000768	1	1.54	254	1.86	26.0	66.04
NODE_edge_2+_length_45381_cov_280	CheckV-027109	1	1.54	254	1.86	25.9	65.79
NODE_edge_2+_length_45381_cov_280	CheckV-008295	1	1.54	254	1.86	25.9	65.79
NODE_edge_2+_length_45381_cov_280	CheckV-018102	1	1.54	188	1.37	34.9	65.61
NODE_edge_2+_length_45381_cov_280	CheckV-029337	1	1.54	124	0.91	52.9	65.6
NODE_edge_2+_length_45381_cov_280	CheckV-023697	1	1.54	124	0.91	52.9	65.6
NODE_edge_2+_length_45381_cov_280	CheckV-044428	1	1.54	147	1.07	44.6	65.56
NODE_edge_2+_length_45381_cov_280	CheckV-035799	1	1.54	254	1.86	25.8	65.53
NODE_edge_2+_length_45381_cov_280	CheckV-026235	1	1.54	188	1.37	34.8	65.42
NODE_edge_2+_length_45381_cov_280	CheckV-022284	1	1.54	188	1.37	34.8	65.42
NODE_edge_2+_length_45381_cov_280	CheckV-036733	1	1.54	188	1.37	34.8	65.42
NODE_edge_2+_length_45381_cov_280	CheckV-024596	1	1.54	188	1.37	34.8	65.42
NODE_edge_2+_length_45381_cov_280	CheckV-004734	1	1.54	147	1.07	44.3	65.12
NODE_edge_2+_length_45381_cov_280	CheckV-017359	1	1.54	147	1.07	44.3	65.12
NODE_edge_2+_length_45381_cov_280	CheckV-010286	1	1.54	147	1.07	44.2	64.97
NODE_edge_2+_length_45381_cov_280	CheckV-048252	1	1.54	188	1.37	34.5	64.86
NODE_edge_2+_length_45381_cov_280	CheckV-058228	1	1.54	188	1.37	34.5	64.86
NODE_edge_2+_length_45381_cov_280	CheckV-056646	1	1.54	188	1.37	34.5	64.86
NODE_edge_2+_length_45381_cov_280	CheckV-055247	1	1.54	188	1.37	34.5	64.86
NODE_edge_2+_length_45381_cov_280	CheckV-002438	1	1.54	147	1.07	43.9	64.53
NODE_edge_2+_length_45381_cov_280	CheckV-001531	1	1.54	147	1.07	43.9	64.53
NODE_edge_2+_length_45381_cov_280	CheckV-024633	1	1.54	147	1.07	43.8	64.39
NODE_edge_2+_length_45381_cov_280	CheckV-027958	1	1.54	147	1.07	43.6	64.09
NODE_edge_2+_length_45381_cov_280	CheckV-008413	1	1.54	147	1.07	43.6	64.09
NODE_edge_2+_length_45381_cov_280	CheckV-011740	1	1.54	183	1.34	35.0	64.05
NODE_edge_2+_length_45381_cov_280	CheckV-026888	1	1.54	188	1.37	34.0	63.92
NODE_edge_2+_length_45381_cov_280	CheckV-058909	1	1.54	183	1.34	34.9	63.87
NODE_edge_2+_length_45381_cov_280	CheckV-058911	1	1.54	183	1.34	34.9	63.87
NODE_edge_2+_length_45381_cov_280	CheckV-029257	1	1.54	124	0.91	51.5	63.86
NODE_edge_2+_length_45381_cov_280	CheckV-015054	1	1.54	147	1.07	43.4	63.8
NODE_edge_2+_length_45381_cov_280	CheckV-032680	1	1.54	147	1.07	43.2	63.5
NODE_edge_2+_length_45381_cov_280	CheckV-025529	1	1.54	254	1.86	24.9	63.25
NODE_edge_2+_length_45381_cov_280	CheckV-009529	1	1.54	147	1.07	42.9	63.06
NODE_edge_2+_length_45381_cov_280	CheckV-011956	1	1.54	147	1.07	42.7	62.77
NODE_edge_2+_length_45381_cov_280	CheckV-031183	1	1.54	258	1.88	24.3	62.69
NODE_edge_2+_length_45381_cov_280	CheckV-025430	1	1.54	183	1.34	34.1	62.4
NODE_edge_2+_length_45381_cov_280	CheckV-024830	1	1.54	147	1.07	42.4	62.33
NODE_edge_2+_length_45381_cov_280	CheckV-000301	1	1.54	147	1.07	42.4	62.33
NODE_edge_2+_length_45381_cov_280	CheckV-000257	1	1.54	147	1.07	42.4	62.33
NODE_edge_2+_length_45381_cov_280	CheckV-059245	1	1.54	188	1.37	33.1	62.23
NODE_edge_2+_length_45381_cov_280	CheckV-031892	1	1.54	147	1.07	42.3	62.18
NODE_edge_2+_length_45381_cov_280	CheckV-061932	1	1.54	147	1.07	42.3	62.18
NODE_edge_2+_length_45381_cov_280	CheckV-052167	1	1.54	147	1.07	42.2	62.03
NODE_edge_2+_length_45381_cov_280	CheckV-002824	1	1.54	147	1.07	42.2	62.03
NODE_edge_2+_length_45381_cov_280	CheckV-049763	1	1.54	147	1.07	42.2	62.03
NODE_edge_2+_length_45381_cov_280	CheckV-054213	1	1.54	147	1.07	42.2	62.03
NODE_edge_2+_length_45381_cov_280	CheckV-005062	1	1.54	124	0.91	50.0	62.0
NODE_edge_2+_length_45381_cov_280	CheckV-000869	1	1.54	188	1.37	32.8	61.66
NODE_edge_2+_length_45381_cov_280	CheckV-000864	1	1.54	188	1.37	32.8	61.66
NODE_edge_2+_length_45381_cov_280	CheckV-013550	1	1.54	147	1.07	41.9	61.59
NODE_edge_2+_length_45381_cov_280	CheckV-016486	1	1.54	147	1.07	41.8	61.45
NODE_edge_2+_length_45381_cov_280	CheckV-016074	1	1.54	147	1.07	41.7	61.3
NODE_edge_2+_length_45381_cov_280	CheckV-017138	1	1.54	188	1.37	32.5	61.1
NODE_edge_2+_length_45381_cov_280	CheckV-059879	1	1.54	147	1.07	41.5	61.01
NODE_edge_2+_length_45381_cov_280	CheckV-004392	1	1.54	147	1.07	41.5	61.01
NODE_edge_2+_length_45381_cov_280	CheckV-023287	1	1.54	254	1.86	24.0	60.96
NODE_edge_2+_length_45381_cov_280	CheckV-011868	1	1.54	183	1.34	33.3	60.94
NODE_edge_2+_length_45381_cov_280	CheckV-053377	1	1.54	147	1.07	41.3	60.71
NODE_edge_2+_length_45381_cov_280	CheckV-055389	1	1.54	147	1.07	41.3	60.71
NODE_edge_2+_length_45381_cov_280	CheckV-024638	1	1.54	147	1.07	41.2	60.56
NODE_edge_2+_length_45381_cov_280	CheckV-017361	1	1.54	147	1.07	41.2	60.56
NODE_edge_2+_length_45381_cov_280	CheckV-024251	1	1.54	147	1.07	41.0	60.27
NODE_edge_2+_length_45381_cov_280	CheckV-001863	1	1.54	188	1.37	31.9	59.97
NODE_edge_2+_length_45381_cov_280	CheckV-011088	1	1.54	147	1.07	40.5	59.53
NODE_edge_2+_length_45381_cov_280	CheckV-017067	1	1.54	147	1.07	40.5	59.53
NODE_edge_2+_length_45381_cov_280	CheckV-045513	1	1.54	147	1.07	40.3	59.24
NODE_edge_2+_length_45381_cov_280	CheckV-045511	1	1.54	147	1.07	40.3	59.24
NODE_edge_2+_length_45381_cov_280	CheckV-039773	1	1.54	183	1.34	32.3	59.11
NODE_edge_2+_length_45381_cov_280	CheckV-020404	1	1.54	147	1.07	40.2	59.09
NODE_edge_2+_length_45381_cov_280	CheckV-000177	1	1.54	147	1.07	40.2	59.09
NODE_edge_2+_length_45381_cov_280	CheckV-049706	1	1.54	147	1.07	40.0	58.8
NODE_edge_2+_length_45381_cov_280	CheckV-051558	1	1.54	124	0.91	47.4	58.78
NODE_edge_2+_length_45381_cov_280	CheckV-005630	1	1.54	183	1.34	32.0	58.56
NODE_edge_2+_length_45381_cov_280	CheckV-025372	1	1.54	147	1.07	39.8	58.51
NODE_edge_2+_length_45381_cov_280	CheckV-053941	1	1.54	147	1.07	39.8	58.51
NODE_edge_2+_length_45381_cov_280	CheckV-055353	1	1.54	147	1.07	39.8	58.51
NODE_edge_2+_length_45381_cov_280	CheckV-048956	1	1.54	147	1.07	39.8	58.51
NODE_edge_2+_length_45381_cov_280	CheckV-048238	1	1.54	147	1.07	39.7	58.36
NODE_edge_2+_length_45381_cov_280	CheckV-003047	1	1.54	147	1.07	39.5	58.06
NODE_edge_2+_length_45381_cov_280	CheckV-001690	1	1.54	147	1.07	39.2	57.62
NODE_edge_2+_length_45381_cov_280	CheckV-018146	1	1.54	147	1.07	39.2	57.62
NODE_edge_2+_length_45381_cov_280	CheckV-033035	1	1.54	147	1.07	39.0	57.33
NODE_edge_2+_length_45381_cov_280	CheckV-002584	1	1.54	147	1.07	38.9	57.18
NODE_edge_2+_length_45381_cov_280	CheckV-016929	1	1.54	147	1.07	38.9	57.18
NODE_edge_2+_length_45381_cov_280	CheckV-061434	1	1.54	147	1.07	38.8	57.04
NODE_edge_2+_length_45381_cov_280	CheckV-054729	1	1.54	147	1.07	38.8	57.04
NODE_edge_2+_length_45381_cov_280	CheckV-015545	1	1.54	183	1.34	31.1	56.91
NODE_edge_2+_length_45381_cov_280	CheckV-038455	1	1.54	183	1.34	31.0	56.73
NODE_edge_2+_length_45381_cov_280	CheckV-061286	1	1.54	124	0.91	45.6	56.54
NODE_edge_2+_length_45381_cov_280	CheckV-061297	1	1.54	124	0.91	45.6	56.54
NODE_edge_2+_length_45381_cov_280	CheckV-049835	1	1.54	147	1.07	38.4	56.45
NODE_edge_2+_length_45381_cov_280	CheckV-011381	1	1.54	124	0.91	45.5	56.42
NODE_edge_2+_length_45381_cov_280	CheckV-006151	1	1.54	183	1.34	30.7	56.18
NODE_edge_2+_length_45381_cov_280	CheckV-055048	1	1.54	147	1.07	38.2	56.15
NODE_edge_2+_length_45381_cov_280	CheckV-015592	1	1.54	147	1.07	38.1	56.01
NODE_edge_2+_length_45381_cov_280	CheckV-004494	1	1.54	147	1.07	38.0	55.86
NODE_edge_2+_length_45381_cov_280	CheckV-002629	1	1.54	188	1.37	29.7	55.84
NODE_edge_2+_length_45381_cov_280	CheckV-031635	1	1.54	183	1.34	30.5	55.81
NODE_edge_2+_length_45381_cov_280	CheckV-036133	1	1.54	183	1.34	30.5	55.81
